gene	cluster	centroid	is_representative
GMGC10.149_998_757.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.301_055_389.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.302_692_084.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.148_527_757.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.308_605_545.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.149_530_753.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.307_811_757.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.302_195_623.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.302_958_137.LMRD	13970	GMGC10.016_305_349.LMRD	no
GMGC10.025_009_762.SSCG_02866	13971	GMGC10.025_009_762.SSCG_02866	yes
GMGC10.025_634_230.SSCG_02866	13972	GMGC10.025_634_230.SSCG_02866	yes
GMGC10.027_688_350.UNKNOWN	13973	GMGC10.027_688_350.UNKNOWN	yes
GMGC10.017_314_397.UNKNOWN	13974	GMGC10.017_314_397.UNKNOWN	yes
GMGC10.027_683_005.UNKNOWN	13975	GMGC10.027_683_005.UNKNOWN	yes
GMGC10.027_670_706.UNKNOWN	13975	GMGC10.027_683_005.UNKNOWN	no
GMGC10.039_190_087.UNKNOWN	13976	GMGC10.039_190_087.UNKNOWN	yes
GMGC10.027_638_175.UNKNOWN	13976	GMGC10.039_190_087.UNKNOWN	no
GMGC10.008_275_962.YBAL	13977	GMGC10.008_275_962.YBAL	yes
GMGC10.040_875_615.YBAL	13977	GMGC10.008_275_962.YBAL	no
GMGC10.008_812_060.YBAL	13977	GMGC10.008_275_962.YBAL	no
GMGC10.010_137_401.YGAD	13978	GMGC10.010_137_401.YGAD	yes
GMGC10.006_108_536.UNKNOWN	13979	GMGC10.006_108_536.UNKNOWN	yes
GMGC10.020_518_283.YBAL	13980	GMGC10.020_518_283.YBAL	yes
GMGC10.200_896_556.VANW	13981	GMGC10.200_896_556.VANW	yes
GMGC10.203_692_674.VANW	13982	GMGC10.194_983_838.VANW	no
GMGC10.046_960_627.VANW	13982	GMGC10.194_983_838.VANW	no
GMGC10.194_983_838.VANW	13982	GMGC10.194_983_838.VANW	yes
GMGC10.203_614_520.VANW	13983	GMGC10.210_759_805.MLTB	no
GMGC10.182_218_688.VANW	13983	GMGC10.210_759_805.MLTB	no
GMGC10.210_759_805.MLTB	13983	GMGC10.210_759_805.MLTB	yes
GMGC10.181_421_718.UNKNOWN	13983	GMGC10.210_759_805.MLTB	no
GMGC10.205_279_040.UNKNOWN	13983	GMGC10.210_759_805.MLTB	no
GMGC10.210_934_280.UNKNOWN	13983	GMGC10.210_759_805.MLTB	no
GMGC10.151_344_830.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.149_852_997.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.306_737_589.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.149_972_164.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.308_498_418.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.301_425_334.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.305_197_069.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.302_230_098.MDLB	13984	GMGC10.151_545_482.MDLB	no
GMGC10.151_545_482.MDLB	13984	GMGC10.151_545_482.MDLB	yes
GMGC10.047_227_317.VANW	13985	GMGC10.205_912_778.VANW	no
GMGC10.182_235_076.VANW	13985	GMGC10.205_912_778.VANW	no
GMGC10.205_912_778.VANW	13985	GMGC10.205_912_778.VANW	yes
GMGC10.304_209_860.VANW	13986	GMGC10.304_209_860.VANW	yes
GMGC10.278_202_050.LMRA	13987	GMGC10.278_202_050.LMRA	yes
GMGC10.181_698_711.VANW	13988	GMGC10.181_698_711.VANW	yes
GMGC10.197_466_193.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.202_390_191.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.191_339_215.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.195_828_971.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.190_526_099.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.199_555_647.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.201_303_741.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.202_193_814.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.187_089_542.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.265_408_853.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.196_563_705.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.199_545_909.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.202_150_296.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.201_154_204.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.196_057_452.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.198_998_333.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.197_213_910.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.196_551_810.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.200_297_621.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.201_260_120.VANW	13989	GMGC10.201_550_455.VANW	no
GMGC10.201_550_455.VANW	13989	GMGC10.201_550_455.VANW	yes
GMGC10.176_324_820.BLAR	13990	GMGC10.176_324_820.BLAR	yes
GMGC10.306_510_687.MDLB	13991	GMGC10.306_637_987.MDLB	no
GMGC10.306_637_987.MDLB	13991	GMGC10.306_637_987.MDLB	yes
GMGC10.148_946_308.MDLB	13991	GMGC10.306_637_987.MDLB	no
GMGC10.073_225_248.UNKNOWN	13992	GMGC10.073_225_248.UNKNOWN	yes
GMGC10.273_754_714.VANW	13993	GMGC10.246_619_311.VANW	no
GMGC10.275_095_533.VANW	13993	GMGC10.246_619_311.VANW	no
GMGC10.221_119_828.VANW	13993	GMGC10.246_619_311.VANW	no
GMGC10.215_307_128.VANW	13993	GMGC10.246_619_311.VANW	no
GMGC10.216_924_609.VANW	13993	GMGC10.246_619_311.VANW	no
GMGC10.246_619_311.VANW	13993	GMGC10.246_619_311.VANW	yes
GMGC10.265_335_083.IGA	13994	GMGC10.265_335_083.IGA	yes
GMGC10.287_011_522.SSCG_02866	13995	GMGC10.287_011_522.SSCG_02866	yes
GMGC10.175_392_855.BLAR	13996	GMGC10.175_392_855.BLAR	yes
GMGC10.161_298_433.SSCG_02866	13997	GMGC10.157_337_122.SSCG_02866	no
GMGC10.157_337_122.SSCG_02866	13997	GMGC10.157_337_122.SSCG_02866	yes
GMGC10.161_094_118.VANW	13998	GMGC10.161_094_118.VANW	yes
GMGC10.157_949_951.VANW	13999	GMGC10.157_949_951.VANW	yes
GMGC10.095_853_679.UNKNOWN	14000	GMGC10.095_853_679.UNKNOWN	yes
GMGC10.268_584_489.BLAR	14001	GMGC10.268_584_489.BLAR	yes
GMGC10.006_079_110.SSCG_02866	14002	GMGC10.006_079_110.SSCG_02866	yes
GMGC10.041_073_385.UNKNOWN	14003	GMGC10.041_073_385.UNKNOWN	yes
GMGC10.024_255_919.YBAL	14004	GMGC10.024_255_919.YBAL	yes
GMGC10.046_259_290.YBAL	14005	GMGC10.046_259_290.YBAL	yes
GMGC10.020_776_709.YBAL	14005	GMGC10.046_259_290.YBAL	no
GMGC10.020_578_307.YBAL	14005	GMGC10.046_259_290.YBAL	no
GMGC10.002_543_835.SSCG_02866	14006	GMGC10.026_387_998.SSCG_02866	no
GMGC10.026_387_998.SSCG_02866	14006	GMGC10.026_387_998.SSCG_02866	yes
GMGC10.042_928_302.UNKNOWN	14007	GMGC10.042_928_302.UNKNOWN	yes
GMGC10.037_475_952.SSCG_02866	14008	GMGC10.037_475_952.SSCG_02866	yes
GMGC10.006_380_747.SSCG_02866	14009	GMGC10.021_095_586.SSCG_02866	no
GMGC10.021_095_586.SSCG_02866	14009	GMGC10.021_095_586.SSCG_02866	yes
GMGC10.029_537_131.UNKNOWN	14010	GMGC10.029_537_131.UNKNOWN	yes
GMGC10.029_386_094.UNKNOWN	14011	GMGC10.029_386_094.UNKNOWN	yes
GMGC10.012_529_027.SSCG_02866	14012	GMGC10.012_529_027.SSCG_02866	yes
GMGC10.277_745_902.SSCG_02866	14012	GMGC10.012_529_027.SSCG_02866	no
GMGC10.042_582_123.UNKNOWN	14013	GMGC10.042_582_123.UNKNOWN	yes
GMGC10.039_979_316.UNKNOWN	14014	GMGC10.039_979_316.UNKNOWN	yes
GMGC10.022_220_700.UNKNOWN	14015	GMGC10.022_220_700.UNKNOWN	yes
GMGC10.025_668_176.VANW	14016	GMGC10.025_668_176.VANW	yes
GMGC10.002_080_060.BLAR	14017	GMGC10.002_080_060.BLAR	yes
GMGC10.007_018_476.SSCG_02866	14018	GMGC10.007_018_476.SSCG_02866	yes
GMGC10.010_581_293.MDLB	14019	GMGC10.010_581_293.MDLB	yes
GMGC10.014_745_036.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.011_614_957.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.037_214_049.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.011_189_467.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.012_005_667.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.038_208_337.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.014_749_565.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.036_322_475.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.038_207_415.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.038_200_157.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.037_250_623.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.013_041_079.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.036_324_356.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.023_085_318.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.004_160_727.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.038_214_430.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.004_150_673.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.038_209_414.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.017_949_852.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.018_034_338.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.015_883_107.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.013_973_641.LMRD	14020	GMGC10.013_973_641.LMRD	yes
GMGC10.015_886_156.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.150_576_006.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_369_866.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.305_838_524.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.151_517_997.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.307_314_587.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.147_314_619.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.307_353_156.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_866_394.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.304_686_184.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.151_166_605.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.267_558_559.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.302_220_645.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.304_435_688.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.150_640_835.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.308_774_931.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.267_338_751.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.304_467_396.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.149_845_574.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.267_558_587.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.304_697_815.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_718_389.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_170_347.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.310_096_927.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.305_061_117.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.303_015_505.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.305_352_928.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_348_136.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.149_828_478.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.151_294_823.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.303_785_727.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.148_933_183.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.304_504_235.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.303_086_099.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.151_498_197.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.307_393_543.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.307_393_648.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.309_198_774.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.147_594_363.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.149_988_214.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.149_665_170.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.149_787_841.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.305_375_023.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.308_774_699.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.302_160_925.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.149_636_870.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.055_391_622.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_343_956.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.308_870_541.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_285_471.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.309_339_557.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_218_865.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.302_653_020.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.150_700_364.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.304_388_153.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.185_817_623.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_826_050.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.294_849_545.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.151_382_567.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.297_659_160.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.150_589_312.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.267_948_883.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.267_036_480.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.303_652_985.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.307_435_130.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.303_806_044.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.151_040_704.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.151_048_358.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.150_458_961.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.309_146_058.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.303_528_756.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.150_082_503.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_713_936.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.267_235_582.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.267_418_217.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.306_090_396.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.302_595_942.LMRD	14020	GMGC10.013_973_641.LMRD	no
GMGC10.043_263_876.MRDA	14021	GMGC10.043_263_876.MRDA	yes
GMGC10.027_674_005.UNKNOWN	14022	GMGC10.027_674_005.UNKNOWN	yes
GMGC10.029_657_700.UNKNOWN	14023	GMGC10.030_465_524.UNKNOWN	no
GMGC10.030_465_524.UNKNOWN	14023	GMGC10.030_465_524.UNKNOWN	yes
GMGC10.039_197_933.UNKNOWN	14024	GMGC10.039_197_933.UNKNOWN	yes
GMGC10.038_548_674.SSCG_02866	14025	GMGC10.038_548_674.SSCG_02866	yes
GMGC10.044_883_986.SSCG_02866	14026	GMGC10.044_883_986.SSCG_02866	yes
GMGC10.041_334_518.UNKNOWN	14027	GMGC10.041_334_518.UNKNOWN	yes
GMGC10.041_594_331.SSCG_02866	14028	GMGC10.041_594_331.SSCG_02866	yes
GMGC10.044_493_507.SSCG_02866	14029	GMGC10.044_493_507.SSCG_02866	yes
GMGC10.032_320_529.SSCG_02866	14029	GMGC10.044_493_507.SSCG_02866	no
GMGC10.045_704_601.SSCG_02866	14029	GMGC10.044_493_507.SSCG_02866	no
GMGC10.030_607_539.SSCG_02866	14030	GMGC10.030_607_539.SSCG_02866	yes
GMGC10.027_699_136.SSCG_02866	14031	GMGC10.027_699_136.SSCG_02866	yes
GMGC10.251_987_051.MEXF	14032	GMGC10.251_987_051.MEXF	yes
GMGC10.184_897_886.BLAR	14033	GMGC10.266_365_814.BLAR	no
GMGC10.266_365_814.BLAR	14033	GMGC10.266_365_814.BLAR	yes
GMGC10.049_191_148.TETP	14034	GMGC10.049_191_148.TETP	yes
GMGC10.198_043_723.VANW	14035	GMGC10.198_043_723.VANW	yes
GMGC10.000_636_760.BLAR	14036	GMGC10.000_636_760.BLAR	yes
GMGC10.189_637_037.VANW	14037	GMGC10.189_637_037.VANW	yes
GMGC10.047_229_823.VANW	14038	GMGC10.193_672_326.VANW	no
GMGC10.193_672_326.VANW	14038	GMGC10.193_672_326.VANW	yes
GMGC10.175_897_276.BLAR	14039	GMGC10.175_681_197.BLAR	no
GMGC10.175_062_371.BLAR	14039	GMGC10.175_681_197.BLAR	no
GMGC10.178_038_586.BLAR	14039	GMGC10.175_681_197.BLAR	no
GMGC10.178_377_975.BLAR	14039	GMGC10.175_681_197.BLAR	no
GMGC10.175_385_914.BLAR	14039	GMGC10.175_681_197.BLAR	no
GMGC10.175_681_197.BLAR	14039	GMGC10.175_681_197.BLAR	yes
GMGC10.051_335_906.VANW	14040	GMGC10.202_559_409.VANW	no
GMGC10.202_559_409.VANW	14040	GMGC10.202_559_409.VANW	yes
GMGC10.278_969_892.SSCG_02866	14041	GMGC10.278_969_892.SSCG_02866	yes
GMGC10.165_888_236.UNKNOWN	14042	GMGC10.165_888_236.UNKNOWN	yes
GMGC10.153_196_435.TETP	14043	GMGC10.153_196_435.TETP	yes
GMGC10.199_617_668.VANW	14044	GMGC10.198_924_578.VANW	no
GMGC10.200_756_103.VANW	14044	GMGC10.198_924_578.VANW	no
GMGC10.201_282_170.CHIA	14044	GMGC10.198_924_578.VANW	no
GMGC10.199_284_642.UNKNOWN	14044	GMGC10.198_924_578.VANW	no
GMGC10.201_836_606.UNKNOWN	14044	GMGC10.198_924_578.VANW	no
GMGC10.192_039_388.VANW	14044	GMGC10.198_924_578.VANW	no
GMGC10.201_949_927.CHIA	14044	GMGC10.198_924_578.VANW	no
GMGC10.199_505_969.ENGXCA	14044	GMGC10.198_924_578.VANW	no
GMGC10.198_924_578.VANW	14044	GMGC10.198_924_578.VANW	yes
GMGC10.286_397_322.SSCG_02866	14045	GMGC10.286_397_322.SSCG_02866	yes
GMGC10.154_736_902.UNKNOWN	14046	GMGC10.154_736_902.UNKNOWN	yes
GMGC10.195_669_638.BLAR	14047	GMGC10.195_669_638.BLAR	yes
GMGC10.208_592_000.VANW	14048	GMGC10.297_799_504.VANW	no
GMGC10.298_549_865.VANW	14048	GMGC10.297_799_504.VANW	no
GMGC10.290_920_994.VANW	14048	GMGC10.297_799_504.VANW	no
GMGC10.297_799_504.VANW	14048	GMGC10.297_799_504.VANW	yes
GMGC10.208_296_341.VANW	14049	GMGC10.204_987_373.VANW	no
GMGC10.184_305_991.VANW	14049	GMGC10.204_987_373.VANW	no
GMGC10.179_609_121.VANW	14049	GMGC10.204_987_373.VANW	no
GMGC10.204_987_373.VANW	14049	GMGC10.204_987_373.VANW	yes
GMGC10.165_438_060.UNKNOWN	14050	GMGC10.164_676_742.UNKNOWN	no
GMGC10.164_676_742.UNKNOWN	14050	GMGC10.164_676_742.UNKNOWN	yes
GMGC10.005_069_331.VANW	14051	GMGC10.005_069_331.VANW	yes
GMGC10.284_153_476.VANW	14051	GMGC10.005_069_331.VANW	no
GMGC10.283_766_436.VANW	14051	GMGC10.005_069_331.VANW	no
GMGC10.280_241_268.VANW	14051	GMGC10.005_069_331.VANW	no
GMGC10.010_874_764.TETB	14052	GMGC10.010_874_764.TETB	yes
GMGC10.149_315_379.TETB	14052	GMGC10.010_874_764.TETB	no
GMGC10.149_005_824.TETB	14052	GMGC10.010_874_764.TETB	no
GMGC10.306_016_900.TETB	14052	GMGC10.010_874_764.TETB	no
GMGC10.300_861_784.TETB	14052	GMGC10.010_874_764.TETB	no
GMGC10.006_999_766.TETP	14053	GMGC10.006_999_766.TETP	yes
GMGC10.039_747_161.YBAL	14054	GMGC10.037_596_202.YBAL	no
GMGC10.037_596_202.YBAL	14054	GMGC10.037_596_202.YBAL	yes
GMGC10.034_607_689.YBAL	14054	GMGC10.037_596_202.YBAL	no
GMGC10.025_846_057.UNKNOWN	14055	GMGC10.025_846_057.UNKNOWN	yes
GMGC10.021_108_530.UNKNOWN	14056	GMGC10.021_108_530.UNKNOWN	yes
GMGC10.002_186_767.YBAL	14057	GMGC10.002_186_767.YBAL	yes
GMGC10.041_618_171.YBAL	14057	GMGC10.002_186_767.YBAL	no
GMGC10.285_723_075.YBAL	14057	GMGC10.002_186_767.YBAL	no
GMGC10.041_194_586.YBAL	14058	GMGC10.041_194_586.YBAL	yes
GMGC10.036_425_887.YBAL	14058	GMGC10.041_194_586.YBAL	no
GMGC10.046_455_785.YBAL	14059	GMGC10.046_455_785.YBAL	yes
GMGC10.045_010_980.SSCG_02866	14060	GMGC10.042_241_512.SSCG_02866	no
GMGC10.042_241_512.SSCG_02866	14060	GMGC10.042_241_512.SSCG_02866	yes
GMGC10.006_088_201.SSCG_02866	14061	GMGC10.006_088_201.SSCG_02866	yes
GMGC10.034_759_748.BLAR	14062	GMGC10.034_759_748.BLAR	yes
GMGC10.037_344_604.BLAR	14062	GMGC10.034_759_748.BLAR	no
GMGC10.032_557_453.BLAR	14062	GMGC10.034_759_748.BLAR	no
GMGC10.019_320_650.YBAL	14063	GMGC10.019_320_650.YBAL	yes
GMGC10.046_161_468.SSCG_02866	14064	GMGC10.046_161_468.SSCG_02866	yes
GMGC10.027_711_179.UNKNOWN	14065	GMGC10.027_711_179.UNKNOWN	yes
GMGC10.027_727_506.UNKNOWN	14066	GMGC10.027_646_781.UNKNOWN	no
GMGC10.027_646_781.UNKNOWN	14066	GMGC10.027_646_781.UNKNOWN	yes
GMGC10.168_055_148.UNKNOWN	14066	GMGC10.027_646_781.UNKNOWN	no
GMGC10.034_719_877.UNKNOWN	14067	GMGC10.034_719_877.UNKNOWN	yes
GMGC10.035_007_854.TETB	14068	GMGC10.035_007_854.TETB	yes
GMGC10.025_380_291.SSCG_02866	14069	GMGC10.025_380_291.SSCG_02866	yes
GMGC10.035_008_747.UNKNOWN	14070	GMGC10.035_008_747.UNKNOWN	yes
GMGC10.030_990_748.YBAL	14071	GMGC10.030_990_748.YBAL	yes
GMGC10.045_680_147.SSCG_02866	14072	GMGC10.045_680_147.SSCG_02866	yes
GMGC10.014_560_658.YGAD	14073	GMGC10.012_277_882.UNKNOWN	no
GMGC10.012_277_882.UNKNOWN	14073	GMGC10.012_277_882.UNKNOWN	yes
GMGC10.175_048_205.UUP	14074	GMGC10.175_048_205.UUP	yes
GMGC10.146_801_855.BLAR	14075	GMGC10.265_845_860.BLAR	no
GMGC10.265_845_860.BLAR	14075	GMGC10.265_845_860.BLAR	yes
GMGC10.175_685_354.BLAR	14076	GMGC10.175_685_354.BLAR	yes
GMGC10.185_446_249.VANW	14077	GMGC10.185_446_249.VANW	yes
GMGC10.206_513_293.VANW	14078	GMGC10.206_513_293.VANW	yes
GMGC10.056_295_398.ALR	14079	GMGC10.056_295_398.ALR	yes
GMGC10.207_900_169.VANW	14080	GMGC10.207_900_169.VANW	yes
GMGC10.001_741_428.BLAR	14081	GMGC10.000_311_559.BLAR	no
GMGC10.049_298_706.BLAR	14081	GMGC10.000_311_559.BLAR	no
GMGC10.052_122_180.BLAR	14081	GMGC10.000_311_559.BLAR	no
GMGC10.000_311_559.BLAR	14081	GMGC10.000_311_559.BLAR	yes
GMGC10.077_782_773.UNKNOWN	14082	GMGC10.077_782_773.UNKNOWN	yes
GMGC10.162_624_794.UNKNOWN	14083	GMGC10.153_726_042.VANW	no
GMGC10.153_726_042.VANW	14083	GMGC10.153_726_042.VANW	yes
GMGC10.183_714_103.VANW	14084	GMGC10.183_714_103.VANW	yes
GMGC10.176_695_444.VANW	14085	GMGC10.176_695_444.VANW	yes
GMGC10.271_759_127.VANW	14086	GMGC10.271_759_127.VANW	yes
GMGC10.075_308_636.UNKNOWN	14087	GMGC10.075_308_636.UNKNOWN	yes
GMGC10.193_306_432.ALR	14088	GMGC10.193_306_432.ALR	yes
GMGC10.254_340_503.UNKNOWN	14089	GMGC10.254_340_503.UNKNOWN	yes
GMGC10.152_500_685.VANW	14090	GMGC10.160_332_027.UNKNOWN	no
GMGC10.154_964_961.VANW	14090	GMGC10.160_332_027.UNKNOWN	no
GMGC10.155_169_387.VANW	14090	GMGC10.160_332_027.UNKNOWN	no
GMGC10.152_095_662.VANW	14090	GMGC10.160_332_027.UNKNOWN	no
GMGC10.160_332_027.UNKNOWN	14090	GMGC10.160_332_027.UNKNOWN	yes
GMGC10.169_527_763.UNKNOWN	14091	GMGC10.169_527_763.UNKNOWN	yes
GMGC10.153_958_356.VANW	14092	GMGC10.153_683_211.UNKNOWN	no
GMGC10.153_683_211.UNKNOWN	14092	GMGC10.153_683_211.UNKNOWN	yes
GMGC10.182_030_255.VANW	14093	GMGC10.182_766_750.UNKNOWN	no
GMGC10.293_190_897.VANW	14093	GMGC10.182_766_750.UNKNOWN	no
GMGC10.181_706_431.VANW	14093	GMGC10.182_766_750.UNKNOWN	no
GMGC10.182_766_750.UNKNOWN	14093	GMGC10.182_766_750.UNKNOWN	yes
GMGC10.182_925_997.UNKNOWN	14093	GMGC10.182_766_750.UNKNOWN	no
GMGC10.145_604_626.UNKNOWN	14093	GMGC10.182_766_750.UNKNOWN	no
GMGC10.218_106_706.SSCG_02866	14094	GMGC10.218_106_706.SSCG_02866	yes
GMGC10.029_206_741.SSCG_02866	14095	GMGC10.042_264_694.SSCG_02866	no
GMGC10.014_392_877.SSCG_02866	14095	GMGC10.042_264_694.SSCG_02866	no
